PLATFORM,DATE (yyyy-mm-ddThh:mi:ssZ),LATITUDE (degree_north),LONGITUDE (degree_east),Source (none),Instrument_Name (none),Sms (none),Nbm (none),Channels (none),hour (none),latitude (degree N/S),longitude (degree E/W),quality_indicator (none),satellite_number (none),hdop (none),altitude (m),air_pressure_at_sea_level (mbar),air_temperature (degree_Celsius),relative_humidity (%),wind_from_direction (degree),mag_wind (degree),knot_wind_speed (knt),wind_speed (m/s),pitch (degree),roll (degree),wmo_wind_speed (m/s),wmo_wind_mag (degree),wind_speed_of_gust (m/s),wind_gust_from_direction (degree),QC
SCENES,2020-01-14T14:40:06Z,,,0x3f,AirmarWS200,612,6,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,993,22.5,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-14T14:55:05Z,,,0x3f,AirmarWS200,612,6,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,993,23.2,0.0,0.0,0.0,0.0,0.0,0.6,0.9,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-14T15:10:00Z,,,0x3f,AirmarWS200,612,6,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,993,23.5,0.0,0.0,0.0,0.0,0.0,0.6,0.9,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-14T15:25:03Z,,,0x3f,AirmarWS200,612,6,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,993,23.8,0.0,0.0,0.0,0.0,0.0,0.6,0.9,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-14T15:40:03Z,,,0x3f,AirmarWS200,612,6,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,993,23.9,0.0,0.0,0.0,0.0,0.0,0.6,0.9,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-14T15:55:03Z,,,0x3f,AirmarWS200,612,6,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,993,24.1,0.0,0.0,0.0,0.0,0.0,0.6,0.9,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-14T18:10:01Z,,,0x3f,AirmarWS200,102,1,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,994,23.9,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-14T21:25:02Z,,,0x3f,AirmarWS200,102,1,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,994,23.6,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-14T21:40:03Z,,,0x3f,AirmarWS200,204,2,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,994,23.6,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-14T21:55:02Z,,,0x3f,AirmarWS200,204,2,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,994,23.6,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-14T23:10:01Z,,,0x3f,AirmarWS200,102,1,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,994,23.5,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-15T00:25:00Z,,,0x3f,AirmarWS200,102,1,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,994,23.5,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-15T05:10:03Z,,,0x3f,AirmarWS200,102,1,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,996,23.4,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-15T06:10:00Z,,,0x3f,AirmarWS200,102,1,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,997,23.4,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-15T07:10:02Z,,,0x3f,AirmarWS200,102,1,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,998,23.4,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-15T11:25:03Z,,,0x3f,AirmarWS200,102,1,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1005,24.4,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-15T13:10:02Z,,,0x3f,AirmarWS200,102,1,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1007,25.1,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-15T14:10:00Z,,,0x3f,AirmarWS200,102,1,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1008,25.1,0.0,0.0,0.0,0.0,0.0,0.6,0.8,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-15T15:10:00Z,,,0x3f,AirmarWS200,102,1,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1009,24.8,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-15T20:25:00Z,,,0x3f,AirmarWS200,102,1,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1012,24.0,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-15T21:10:02Z,,,0x3f,AirmarWS200,102,1,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1012,24.0,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-15T21:25:02Z,,,0x3f,AirmarWS200,306,3,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1012,23.9,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-15T21:40:02Z,,,0x3f,AirmarWS200,306,3,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1011,23.9,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-15T21:55:00Z,,,0x3f,AirmarWS200,306,3,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1012,23.9,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-15T23:10:03Z,,,0x3f,AirmarWS200,102,1,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1012,23.8,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-16T00:10:10Z,,,0x3f,AirmarWS200,102,1,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1012,23.8,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-16T01:09:59Z,,,0x3f,AirmarWS200,102,1,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1011,23.6,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-16T01:25:02Z,,,0x3f,AirmarWS200,306,3,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1011,23.6,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-16T01:40:14Z,,,0x3f,AirmarWS200,306,3,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1011,23.6,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-16T01:55:08Z,,,0x3f,AirmarWS200,306,3,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1010,23.6,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-16T04:10:01Z,,,0x3f,AirmarWS200,102,1,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1008,23.5,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-16T05:10:13Z,,,0x3f,AirmarWS200,102,1,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1007,23.4,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-16T05:25:03Z,,,0x3f,AirmarWS200,306,3,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1007,23.5,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-16T05:40:02Z,,,0x3f,AirmarWS200,306,3,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1007,23.5,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-16T05:55:06Z,,,0x3f,AirmarWS200,306,3,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1006,23.5,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-16T11:10:02Z,,,0x3f,AirmarWS200,102,1,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1004,24.1,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-16T11:25:02Z,,,0x3f,AirmarWS200,306,3,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1003,24.1,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-16T11:40:02Z,,,0x3f,AirmarWS200,306,3,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1003,24.1,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-16T11:55:02Z,,,0x3f,AirmarWS200,306,3,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1003,24.0,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-16T13:10:03Z,,,0x3f,AirmarWS200,102,1,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1002,24.1,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-16T14:10:02Z,,,0x3f,AirmarWS200,102,1,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1002,24.3,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-16T16:10:03Z,,,0x3f,AirmarWS200,102,1,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1003,24.3,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-16T17:10:05Z,,,0x3f,AirmarWS200,102,1,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1003,24.3,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-16T18:10:00Z,,,0x3f,AirmarWS200,102,1,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1004,24.2,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-16T19:10:06Z,,,0x3f,AirmarWS200,102,1,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1004,24.1,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-16T19:25:00Z,,,0x3f,AirmarWS200,306,3,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1004,24.1,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-16T19:40:01Z,,,0x3f,AirmarWS200,306,3,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1004,24.1,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-16T19:55:01Z,,,0x3f,AirmarWS200,306,3,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1004,24.1,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-16T19:25:00Z,,,0x3f,AirmarWS200,306,3,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1004,24.1,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-16T19:40:01Z,,,0x3f,AirmarWS200,306,3,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1004,24.1,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-16T19:55:01Z,,,0x3f,AirmarWS200,306,3,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1004,24.1,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-16T23:10:02Z,,,0x3f,AirmarWS200,102,1,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1004,23.9,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-17T02:10:00Z,,,0x3f,AirmarWS200,408,4,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1005,23.7,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-17T02:25:00Z,,,0x3f,AirmarWS200,408,4,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1005,23.7,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-17T02:40:01Z,,,0x3f,AirmarWS200,408,4,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1005,23.7,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-17T02:55:04Z,,,0x3f,AirmarWS200,408,4,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1006,23.7,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-17T04:10:01Z,,,0x3f,AirmarWS200,102,1,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1006,23.7,0.0,0.0,0.0,0.0,0.0,0.5,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-17T05:10:00Z,,,0x3f,AirmarWS200,102,1,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1007,23.6,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-17T06:10:02Z,,,0x3f,AirmarWS200,102,1,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1009,23.6,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-17T10:10:05Z,,,0x3f,AirmarWS200,102,1,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1013,23.9,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-17T16:10:01Z,,,0x3f,AirmarWS200,408,4,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1016,24.3,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-17T16:25:02Z,,,0x3f,AirmarWS200,408,4,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1016,24.3,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-17T16:40:23Z,,,0x3f,AirmarWS200,408,4,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1016,24.3,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-17T16:55:09Z,,,0x3f,AirmarWS200,408,4,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1017,24.2,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-17T22:10:02Z,,,0x3f,AirmarWS200,408,4,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1020,23.5,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-17T22:25:01Z,,,0x3f,AirmarWS200,408,4,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1020,23.5,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-17T22:40:14Z,,,0x3f,AirmarWS200,408,4,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1020,23.5,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-17T22:55:02Z,,,0x3f,AirmarWS200,408,4,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1020,23.5,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-18T03:10:01Z,,,0x3f,AirmarWS200,408,4,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1020,23.3,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-18T03:25:01Z,,,0x3f,AirmarWS200,408,4,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1020,23.3,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-18T03:40:04Z,,,0x3f,AirmarWS200,408,4,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1020,23.3,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-18T03:55:09Z,,,0x3f,AirmarWS200,408,4,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1020,23.3,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-18T16:10:01Z,,,0x3f,AirmarWS200,408,4,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1020,23.6,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-18T16:25:01Z,,,0x3f,AirmarWS200,408,4,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1020,23.5,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-18T16:40:05Z,,,0x3f,AirmarWS200,408,4,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1021,23.5,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-18T16:55:12Z,,,0x3f,AirmarWS200,408,4,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1021,23.4,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-18T19:10:00Z,,,0x3f,AirmarWS200,408,4,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1024,23.2,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-18T19:25:13Z,,,0x3f,AirmarWS200,408,4,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1024,23.2,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-18T19:40:06Z,,,0x3f,AirmarWS200,408,4,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1025,23.2,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-18T19:55:18Z,,,0x3f,AirmarWS200,408,4,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1025,23.2,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-19T08:10:09Z,,,0x3f,AirmarWS200,408,4,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1035,22.6,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-19T08:25:32Z,,,0x3f,AirmarWS200,408,4,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1036,22.6,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-19T08:40:08Z,,,0x3f,AirmarWS200,408,4,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1036,22.6,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-19T08:55:41Z,,,0x3f,AirmarWS200,408,4,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1036,22.6,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-19T12:10:00Z,,,0x3f,AirmarWS200,102,1,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1038,24.2,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-19T14:10:03Z,,,0x3f,AirmarWS200,408,4,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1038,24.5,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-19T14:25:06Z,,,0x3f,AirmarWS200,408,4,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1038,24.5,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-19T14:40:04Z,,,0x3f,AirmarWS200,408,4,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1038,24.3,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-19T14:55:09Z,,,0x3f,AirmarWS200,408,4,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1038,24.2,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-19T16:10:02Z,,,0x3f,AirmarWS200,408,4,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1038,23.9,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-19T16:25:14Z,,,0x3f,AirmarWS200,408,4,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1039,23.9,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-19T16:40:19Z,,,0x3f,AirmarWS200,408,4,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1039,23.8,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-19T16:55:00Z,,,0x3f,AirmarWS200,408,4,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1039,23.7,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-19T23:10:06Z,,,0x3f,AirmarWS200,408,4,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1041,22.8,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-19T23:25:03Z,,,0x3f,AirmarWS200,408,4,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1042,22.8,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-19T23:40:18Z,,,0x3f,AirmarWS200,408,4,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1042,22.7,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-19T23:55:05Z,,,0x3f,AirmarWS200,408,4,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1042,22.7,0.0,0.0,0.0,0.0,0.0,0.5,0.6,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-20T01:10:09Z,,,0x3f,AirmarWS200,408,4,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1041,22.7,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-20T01:25:04Z,,,0x3f,AirmarWS200,408,4,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1041,22.7,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
SCENES,2020-01-20T01:40:20Z,,,0x3f,AirmarWS200,408,4,0xffff,00:00:00.0,-0.000000,0.000000,0,0,0.0,0.0,1041,22.6,0.0,0.0,0.0,0.0,0.0,0.6,0.7,0.0,0.0,0.0,0.0,00000000000000000000000000000
